Powiaty,Rok,Ranni,Wypadki ogółem,Ofiary śmiertelne
powiat dębicki,2015.0,152.0,115.0,6.0
powiat dębicki,2016.0,146.0,113.0,8.0
powiat dębicki,2017.0,113.0,96.0,12.0
powiat dębicki,2018.0,95.0,81.0,6.0
powiat dębicki,2019.0,102.0,87.0,3.0
powiat dębicki,2020.0,71.0,69.0,11.0
powiat dębicki,2021.0,74.0,73.0,8.0
powiat dębicki,2022.0,54.0,50.0,8.0
powiat namysłowski,2011.0,43.0,33.0,2.0
powiat namysłowski,2012.0,37.0,33.0,5.0
powiat namysłowski,2013.0,45.0,36.0,8.0
powiat namysłowski,2014.0,30.0,29.0,6.0
powiat namysłowski,2015.0,22.0,23.0,3.0
powiat namysłowski,2016.0,20.0,18.0,6.0
powiat namysłowski,2017.0,23.0,19.0,2.0
powiat namysłowski,2018.0,21.0,20.0,3.0
powiat namysłowski,2019.0,20.0,17.0,1.0
powiat namysłowski,2020.0,18.0,15.0,3.0
powiat namysłowski,2021.0,22.0,19.0,2.0
powiat namysłowski,2022.0,9.0,8.0,3.0
powiat czarnkowsko-trzcianecki,2011.0,62.0,55.0,14.0
powiat czarnkowsko-trzcianecki,2012.0,54.0,45.0,9.0
powiat czarnkowsko-trzcianecki,2013.0,71.0,56.0,11.0
powiat czarnkowsko-trzcianecki,2014.0,76.0,71.0,10.0
powiat czarnkowsko-trzcianecki,2015.0,70.0,55.0,11.0
powiat czarnkowsko-trzcianecki,2016.0,55.0,45.0,12.0
powiat czarnkowsko-trzcianecki,2017.0,53.0,48.0,4.0
powiat czarnkowsko-trzcianecki,2018.0,55.0,51.0,7.0
powiat czarnkowsko-trzcianecki,2019.0,62.0,54.0,6.0
powiat czarnkowsko-trzcianecki,2020.0,60.0,53.0,7.0
powiat czarnkowsko-trzcianecki,2021.0,42.0,38.0,9.0
powiat czarnkowsko-trzcianecki,2022.0,37.0,33.0,8.0
powiat Płock,2011.0,240.0,188.0,9.0
powiat Płock,2012.0,181.0,154.0,3.0
powiat Płock,2013.0,209.0,161.0,4.0
powiat Płock,2014.0,213.0,177.0,6.0
powiat Płock,2015.0,130.0,113.0,5.0
powiat Płock,2016.0,144.0,130.0,6.0
powiat Płock,2017.0,124.0,105.0,3.0
powiat Płock,2018.0,108.0,90.0,4.0
powiat Płock,2019.0,105.0,85.0,4.0
powiat Płock,2020.0,90.0,77.0,9.0
powiat Płock,2021.0,62.0,50.0,1.0
powiat Płock,2022.0,58.0,45.0,0.0
powiat grajewski,2011.0,28.0,26.0,5.0
powiat grajewski,2012.0,20.0,19.0,2.0
powiat grajewski,2013.0,21.0,21.0,5.0
powiat grajewski,2014.0,28.0,35.0,9.0
powiat grajewski,2015.0,36.0,34.0,6.0
powiat grajewski,2016.0,25.0,22.0,4.0
powiat grajewski,2017.0,32.0,33.0,8.0
powiat grajewski,2018.0,32.0,30.0,6.0
powiat grajewski,2019.0,23.0,22.0,4.0
powiat grajewski,2020.0,20.0,20.0,1.0
powiat grajewski,2021.0,17.0,19.0,4.0
powiat grajewski,2022.0,21.0,21.0,2.0
powiat starachowicki,2011.0,88.0,74.0,4.0
powiat starachowicki,2012.0,70.0,65.0,8.0
powiat starachowicki,2013.0,85.0,79.0,6.0
powiat starachowicki,2014.0,82.0,76.0,13.0
powiat starachowicki,2015.0,91.0,70.0,3.0
powiat starachowicki,2016.0,105.0,90.0,8.0
powiat starachowicki,2017.0,76.0,72.0,6.0
powiat starachowicki,2018.0,79.0,76.0,14.0
powiat starachowicki,2019.0,70.0,69.0,8.0
powiat starachowicki,2020.0,42.0,47.0,8.0
powiat starachowicki,2021.0,37.0,36.0,4.0
powiat starachowicki,2022.0,35.0,33.0,6.0
powiat konecki,2011.0,87.0,73.0,14.0
powiat konecki,2012.0,55.0,55.0,9.0
powiat konecki,2013.0,50.0,49.0,8.0
powiat konecki,2014.0,43.0,38.0,7.0
powiat konecki,2015.0,68.0,62.0,6.0
powiat konecki,2016.0,82.0,67.0,12.0
powiat konecki,2017.0,74.0,65.0,7.0
powiat konecki,2018.0,78.0,65.0,15.0
powiat konecki,2019.0,48.0,48.0,17.0
powiat konecki,2020.0,65.0,52.0,6.0
powiat konecki,2021.0,38.0,37.0,5.0
powiat konecki,2022.0,44.0,37.0,7.0
powiat elbląski,2011.0,190.0,120.0,10.0
powiat elbląski,2012.0,127.0,90.0,8.0
powiat elbląski,2013.0,96.0,86.0,10.0
powiat elbląski,2014.0,136.0,95.0,12.0
powiat elbląski,2015.0,95.0,70.0,4.0
powiat elbląski,2016.0,125.0,87.0,17.0
powiat elbląski,2017.0,91.0,62.0,7.0
powiat elbląski,2018.0,75.0,61.0,8.0
powiat elbląski,2019.0,62.0,49.0,2.0
powiat elbląski,2020.0,39.0,37.0,7.0
powiat elbląski,2021.0,39.0,27.0,3.0
powiat elbląski,2022.0,38.0,31.0,7.0
powiat nidzicki,2011.0,46.0,28.0,9.0
powiat nidzicki,2012.0,40.0,32.0,11.0
powiat nidzicki,2013.0,50.0,29.0,3.0
powiat nidzicki,2014.0,28.0,23.0,3.0
powiat nidzicki,2015.0,31.0,28.0,9.0
powiat nidzicki,2016.0,33.0,23.0,2.0
powiat nidzicki,2017.0,28.0,19.0,2.0
powiat nidzicki,2018.0,21.0,15.0,4.0
powiat nidzicki,2019.0,31.0,29.0,4.0
powiat nidzicki,2020.0,23.0,22.0,7.0
powiat nidzicki,2021.0,20.0,19.0,6.0
powiat nidzicki,2022.0,39.0,30.0,6.0
powiat nowomiejski,2011.0,55.0,39.0,3.0
powiat nowomiejski,2012.0,64.0,59.0,8.0
powiat nowomiejski,2013.0,26.0,25.0,3.0
powiat nowomiejski,2014.0,32.0,32.0,6.0
powiat nowomiejski,2015.0,27.0,22.0,2.0
powiat nowomiejski,2016.0,23.0,21.0,2.0
powiat nowomiejski,2017.0,41.0,41.0,3.0
powiat nowomiejski,2018.0,21.0,21.0,4.0
powiat nowomiejski,2019.0,26.0,24.0,1.0
powiat nowomiejski,2020.0,35.0,30.0,2.0
powiat nowomiejski,2021.0,26.0,22.0,2.0
powiat nowomiejski,2022.0,27.0,25.0,1.0
powiat Ruda Śląska,2011.0,188.0,164.0,4.0
powiat Ruda Śląska,2012.0,148.0,132.0,8.0
powiat Ruda Śląska,2013.0,167.0,141.0,3.0
powiat Ruda Śląska,2014.0,149.0,126.0,5.0
powiat Ruda Śląska,2015.0,124.0,100.0,4.0
powiat Ruda Śląska,2016.0,128.0,107.0,3.0
powiat Ruda Śląska,2017.0,151.0,121.0,2.0
powiat Ruda Śląska,2018.0,146.0,125.0,2.0
powiat Ruda Śląska,2019.0,97.0,86.0,1.0
powiat Ruda Śląska,2020.0,79.0,74.0,2.0
powiat Ruda Śląska,2021.0,106.0,93.0,2.0
powiat Ruda Śląska,2022.0,93.0,80.0,1.0
powiat białogardzki,2011.0,18.0,17.0,1.0
powiat białogardzki,2012.0,45.0,31.0,8.0
powiat białogardzki,2013.0,53.0,42.0,7.0
powiat białogardzki,2014.0,41.0,26.0,7.0
powiat białogardzki,2015.0,28.0,23.0,0.0
powiat białogardzki,2016.0,30.0,21.0,7.0
powiat białogardzki,2017.0,28.0,23.0,2.0
powiat białogardzki,2018.0,17.0,19.0,6.0
powiat białogardzki,2019.0,17.0,17.0,2.0
powiat białogardzki,2020.0,12.0,11.0,2.0
powiat białogardzki,2021.0,23.0,19.0,0.0
powiat białogardzki,2022.0,13.0,13.0,3.0
powiat tarnogórski,2011.0,289.0,213.0,8.0
powiat tarnogórski,2012.0,311.0,225.0,11.0
powiat tarnogórski,2013.0,245.0,202.0,7.0
powiat tarnogórski,2014.0,221.0,182.0,7.0
powiat tarnogórski,2015.0,196.0,151.0,10.0
powiat tarnogórski,2016.0,192.0,156.0,4.0
powiat tarnogórski,2017.0,238.0,172.0,11.0
powiat tarnogórski,2018.0,189.0,156.0,12.0
powiat tarnogórski,2019.0,216.0,174.0,8.0
powiat tarnogórski,2020.0,115.0,96.0,8.0
powiat tarnogórski,2021.0,116.0,104.0,7.0
powiat tarnogórski,2022.0,111.0,84.0,4.0
powiat zawierciański,2011.0,242.0,196.0,13.0
powiat zawierciański,2012.0,207.0,170.0,17.0
powiat zawierciański,2013.0,154.0,118.0,13.0
powiat zawierciański,2014.0,128.0,95.0,12.0
powiat zawierciański,2015.0,90.0,83.0,14.0
powiat zawierciański,2016.0,90.0,78.0,10.0
powiat zawierciański,2017.0,131.0,111.0,9.0
powiat zawierciański,2018.0,127.0,105.0,12.0
powiat zawierciański,2019.0,84.0,73.0,9.0
powiat zawierciański,2020.0,95.0,84.0,4.0
powiat zawierciański,2021.0,108.0,89.0,10.0
powiat zawierciański,2022.0,113.0,99.0,9.0
powiat Chorzów,2011.0,43.0,43.0,7.0
powiat Chorzów,2012.0,46.0,41.0,4.0
powiat Chorzów,2013.0,50.0,40.0,2.0
powiat Chorzów,2014.0,59.0,50.0,1.0
powiat Chorzów,2015.0,33.0,32.0,2.0
powiat Chorzów,2016.0,32.0,29.0,2.0
powiat Chorzów,2017.0,31.0,28.0,2.0
powiat Chorzów,2018.0,25.0,24.0,4.0
powiat Chorzów,2019.0,22.0,20.0,2.0
powiat Chorzów,2020.0,29.0,28.0,2.0
powiat Chorzów,2021.0,31.0,27.0,0.0
powiat Chorzów,2022.0,25.0,25.0,1.0
powiat Katowice,2011.0,403.0,307.0,12.0
powiat Katowice,2012.0,347.0,308.0,20.0
powiat Katowice,2013.0,357.0,306.0,21.0
powiat Katowice,2014.0,325.0,278.0,14.0
powiat Katowice,2015.0,311.0,281.0,13.0
powiat Katowice,2016.0,358.0,307.0,18.0
powiat Katowice,2017.0,340.0,254.0,11.0
powiat Katowice,2018.0,294.0,252.0,4.0
powiat Katowice,2019.0,257.0,221.0,12.0
powiat Katowice,2020.0,188.0,165.0,7.0
powiat Katowice,2021.0,192.0,162.0,6.0
powiat Katowice,2022.0,162.0,148.0,9.0
powiat bolesławiecki,2011.0,60.0,49.0,10.0
powiat bolesławiecki,2012.0,84.0,70.0,8.0
powiat bolesławiecki,2013.0,90.0,67.0,11.0
powiat bolesławiecki,2014.0,92.0,70.0,11.0
powiat bolesławiecki,2015.0,110.0,79.0,5.0
powiat bolesławiecki,2016.0,101.0,84.0,11.0
powiat bolesławiecki,2017.0,65.0,52.0,11.0
powiat bolesławiecki,2018.0,76.0,63.0,7.0
powiat bolesławiecki,2019.0,59.0,53.0,19.0
powiat bolesławiecki,2020.0,55.0,55.0,10.0
powiat bolesławiecki,2021.0,33.0,33.0,5.0
powiat bolesławiecki,2022.0,36.0,35.0,4.0
powiat Wałbrzych,2011.0,,,
powiat Wałbrzych,2012.0,,,
powiat Wałbrzych,2013.0,155.0,118.0,3.0
powiat Wałbrzych,2014.0,162.0,125.0,4.0
powiat Wałbrzych,2015.0,107.0,80.0,2.0
powiat Wałbrzych,2016.0,161.0,118.0,3.0
powiat Wałbrzych,2017.0,125.0,99.0,4.0
powiat Wałbrzych,2018.0,111.0,87.0,3.0
powiat Wałbrzych,2019.0,73.0,62.0,3.0
powiat Wałbrzych,2020.0,57.0,40.0,1.0
powiat Wałbrzych,2021.0,67.0,58.0,2.0
powiat Wałbrzych,2022.0,59.0,52.0,0.0
powiat sępoleński,2011.0,38.0,34.0,5.0
powiat sępoleński,2012.0,32.0,22.0,3.0
powiat sępoleński,2013.0,30.0,27.0,3.0
powiat sępoleński,2014.0,23.0,22.0,4.0
powiat sępoleński,2015.0,25.0,21.0,7.0
powiat sępoleński,2016.0,18.0,17.0,1.0
powiat sępoleński,2017.0,22.0,19.0,4.0
powiat sępoleński,2018.0,22.0,21.0,4.0
powiat sępoleński,2019.0,15.0,17.0,3.0
powiat sępoleński,2020.0,11.0,10.0,2.0
powiat sępoleński,2021.0,7.0,7.0,2.0
powiat sępoleński,2022.0,15.0,13.0,2.0
powiat Włocławek,2011.0,39.0,41.0,4.0
powiat Włocławek,2012.0,62.0,64.0,7.0
powiat Włocławek,2013.0,53.0,50.0,5.0
powiat Włocławek,2014.0,46.0,49.0,6.0
powiat Włocławek,2015.0,52.0,48.0,0.0
powiat Włocławek,2016.0,53.0,54.0,5.0
powiat Włocławek,2017.0,30.0,29.0,1.0
powiat Włocławek,2018.0,38.0,40.0,5.0
powiat Włocławek,2019.0,33.0,36.0,3.0
powiat Włocławek,2020.0,31.0,33.0,3.0
powiat Włocławek,2021.0,35.0,36.0,2.0
powiat Włocławek,2022.0,19.0,21.0,2.0
powiat hajnowski,2011.0,28.0,24.0,4.0
powiat hajnowski,2012.0,20.0,21.0,6.0
powiat hajnowski,2013.0,18.0,15.0,2.0
powiat hajnowski,2014.0,25.0,21.0,7.0
powiat hajnowski,2015.0,32.0,23.0,2.0
powiat hajnowski,2016.0,38.0,25.0,3.0
powiat hajnowski,2017.0,14.0,15.0,1.0
powiat hajnowski,2018.0,22.0,22.0,0.0
powiat hajnowski,2019.0,28.0,22.0,4.0
powiat hajnowski,2020.0,11.0,13.0,4.0
powiat hajnowski,2021.0,12.0,13.0,2.0
powiat hajnowski,2022.0,11.0,16.0,7.0
powiat chrzanowski,2011.0,156.0,132.0,7.0
powiat chrzanowski,2012.0,156.0,117.0,7.0
powiat chrzanowski,2013.0,186.0,142.0,13.0
powiat chrzanowski,2014.0,208.0,170.0,9.0
powiat chrzanowski,2015.0,181.0,159.0,12.0
powiat chrzanowski,2016.0,181.0,150.0,6.0
powiat chrzanowski,2017.0,153.0,122.0,6.0
powiat chrzanowski,2018.0,111.0,94.0,6.0
powiat chrzanowski,2019.0,121.0,100.0,8.0
powiat chrzanowski,2020.0,78.0,63.0,6.0
powiat chrzanowski,2021.0,39.0,41.0,6.0
powiat chrzanowski,2022.0,52.0,49.0,5.0
powiat wejherowski,2011.0,242.0,198.0,18.0
powiat wejherowski,2012.0,175.0,126.0,17.0
powiat wejherowski,2013.0,236.0,182.0,16.0
powiat wejherowski,2014.0,199.0,167.0,26.0
powiat wejherowski,2015.0,237.0,184.0,10.0
powiat wejherowski,2016.0,201.0,164.0,14.0
powiat wejherowski,2017.0,191.0,171.0,13.0
powiat wejherowski,2018.0,163.0,147.0,13.0
powiat wejherowski,2019.0,174.0,159.0,21.0
powiat wejherowski,2020.0,165.0,131.0,12.0
powiat wejherowski,2021.0,176.0,162.0,16.0
powiat wejherowski,2022.0,166.0,139.0,3.0
powiat Szczecin,2011.0,762.0,654.0,13.0
powiat Szczecin,2012.0,668.0,584.0,10.0
powiat Szczecin,2013.0,731.0,630.0,16.0
powiat Szczecin,2014.0,711.0,620.0,17.0
powiat Szczecin,2015.0,647.0,556.0,15.0
powiat Szczecin,2016.0,525.0,455.0,10.0
powiat Szczecin,2017.0,593.0,514.0,10.0
powiat Szczecin,2018.0,494.0,438.0,12.0
powiat Szczecin,2019.0,573.0,496.0,19.0
powiat Szczecin,2020.0,334.0,299.0,10.0
powiat Szczecin,2021.0,394.0,341.0,9.0
powiat Szczecin,2022.0,392.0,344.0,3.0
powiat pucki,2011.0,124.0,102.0,7.0
powiat pucki,2012.0,155.0,123.0,9.0
powiat pucki,2013.0,127.0,113.0,16.0
powiat pucki,2014.0,116.0,93.0,8.0
powiat pucki,2015.0,135.0,108.0,12.0
powiat pucki,2016.0,118.0,93.0,6.0
powiat pucki,2017.0,92.0,83.0,4.0
powiat pucki,2018.0,75.0,61.0,5.0
powiat pucki,2019.0,76.0,71.0,7.0
powiat pucki,2020.0,89.0,67.0,6.0
powiat pucki,2021.0,77.0,71.0,4.0
powiat pucki,2022.0,40.0,39.0,5.0
powiat rawski,2011.0,121.0,94.0,13.0
powiat rawski,2012.0,121.0,82.0,6.0
powiat rawski,2013.0,81.0,70.0,7.0
powiat rawski,2014.0,90.0,77.0,7.0
powiat rawski,2015.0,116.0,96.0,7.0
powiat rawski,2016.0,106.0,77.0,2.0
powiat rawski,2017.0,84.0,72.0,4.0
powiat rawski,2018.0,70.0,58.0,9.0
powiat rawski,2019.0,76.0,63.0,9.0
powiat rawski,2020.0,47.0,41.0,7.0
powiat rawski,2021.0,50.0,41.0,7.0
powiat rawski,2022.0,43.0,38.0,3.0
powiat łowicki,2011.0,108.0,87.0,16.0
powiat łowicki,2012.0,100.0,69.0,12.0
powiat łowicki,2013.0,92.0,74.0,9.0
powiat łowicki,2014.0,80.0,70.0,11.0
powiat łowicki,2015.0,92.0,70.0,14.0
powiat łowicki,2016.0,91.0,81.0,10.0
powiat łowicki,2017.0,96.0,77.0,8.0
powiat łowicki,2018.0,78.0,61.0,10.0
powiat łowicki,2019.0,60.0,58.0,10.0
powiat łowicki,2020.0,46.0,34.0,5.0
powiat łowicki,2021.0,54.0,48.0,15.0
powiat łowicki,2022.0,83.0,57.0,8.0
powiat skierniewicki,2011.0,82.0,51.0,14.0
powiat skierniewicki,2012.0,66.0,58.0,8.0
powiat skierniewicki,2013.0,75.0,65.0,12.0
powiat skierniewicki,2014.0,100.0,76.0,8.0
powiat skierniewicki,2015.0,83.0,72.0,5.0
powiat skierniewicki,2016.0,110.0,78.0,5.0
powiat skierniewicki,2017.0,58.0,48.0,7.0
powiat skierniewicki,2018.0,66.0,52.0,2.0
powiat skierniewicki,2019.0,80.0,58.0,3.0
powiat skierniewicki,2020.0,52.0,38.0,2.0
powiat skierniewicki,2021.0,40.0,28.0,0.0
powiat skierniewicki,2022.0,37.0,37.0,9.0
powiat iławski,2011.0,191.0,147.0,6.0
powiat iławski,2012.0,184.0,145.0,6.0
powiat iławski,2013.0,135.0,120.0,9.0
powiat iławski,2014.0,115.0,89.0,6.0
powiat iławski,2015.0,114.0,91.0,8.0
powiat iławski,2016.0,124.0,95.0,14.0
powiat iławski,2017.0,100.0,91.0,9.0
powiat iławski,2018.0,90.0,83.0,10.0
powiat iławski,2019.0,88.0,78.0,9.0
powiat iławski,2020.0,86.0,75.0,5.0
powiat iławski,2021.0,78.0,64.0,5.0
powiat iławski,2022.0,80.0,68.0,8.0
powiat niżański,2011.0,94.0,82.0,8.0
powiat niżański,2012.0,86.0,75.0,6.0
powiat niżański,2013.0,81.0,73.0,6.0
powiat niżański,2014.0,77.0,70.0,11.0
powiat niżański,2015.0,85.0,75.0,10.0
powiat niżański,2016.0,111.0,87.0,11.0
powiat niżański,2017.0,89.0,68.0,8.0
powiat niżański,2018.0,67.0,57.0,5.0
powiat niżański,2019.0,74.0,55.0,8.0
powiat niżański,2020.0,35.0,40.0,11.0
powiat niżański,2021.0,53.0,44.0,5.0
powiat niżański,2022.0,27.0,29.0,8.0
powiat tarnobrzeski,2011.0,77.0,47.0,8.0
powiat tarnobrzeski,2012.0,64.0,42.0,5.0
powiat tarnobrzeski,2013.0,42.0,27.0,3.0
powiat tarnobrzeski,2014.0,40.0,34.0,4.0
powiat tarnobrzeski,2015.0,64.0,47.0,6.0
powiat tarnobrzeski,2016.0,63.0,48.0,5.0
powiat tarnobrzeski,2017.0,85.0,49.0,8.0
powiat tarnobrzeski,2018.0,74.0,53.0,1.0
powiat tarnobrzeski,2019.0,76.0,64.0,5.0
powiat tarnobrzeski,2020.0,65.0,53.0,2.0
powiat tarnobrzeski,2021.0,47.0,36.0,5.0
powiat tarnobrzeski,2022.0,51.0,38.0,6.0
powiat nowodworski,2011.0,110.0,95.0,18.0
powiat nowodworski,2011.0,47.0,39.0,10.0
powiat nowodworski,2012.0,98.0,94.0,14.0
powiat nowodworski,2012.0,54.0,43.0,10.0
powiat nowodworski,2013.0,79.0,66.0,14.0
powiat nowodworski,2013.0,72.0,49.0,6.0
powiat nowodworski,2014.0,85.0,72.0,19.0
powiat nowodworski,2014.0,45.0,34.0,3.0
powiat nowodworski,2015.0,70.0,58.0,9.0
powiat nowodworski,2015.0,79.0,57.0,2.0
powiat nowodworski,2016.0,64.0,57.0,10.0
powiat nowodworski,2016.0,92.0,76.0,5.0
powiat nowodworski,2017.0,63.0,59.0,13.0
powiat nowodworski,2017.0,37.0,31.0,3.0
powiat nowodworski,2018.0,66.0,57.0,13.0
powiat nowodworski,2018.0,22.0,13.0,1.0
powiat nowodworski,2019.0,77.0,63.0,14.0
powiat nowodworski,2019.0,19.0,16.0,1.0
powiat nowodworski,2020.0,35.0,39.0,12.0
powiat nowodworski,2020.0,32.0,30.0,7.0
powiat nowodworski,2021.0,35.0,35.0,6.0
powiat nowodworski,2021.0,30.0,24.0,3.0
powiat nowodworski,2022.0,53.0,36.0,6.0
powiat nowodworski,2022.0,19.0,22.0,4.0
powiat pruszkowski,2011.0,132.0,111.0,11.0
powiat pruszkowski,2012.0,130.0,107.0,15.0
powiat pruszkowski,2013.0,132.0,110.0,12.0
powiat pruszkowski,2014.0,82.0,69.0,3.0
powiat pruszkowski,2015.0,117.0,113.0,13.0
powiat pruszkowski,2016.0,73.0,67.0,5.0
powiat pruszkowski,2017.0,74.0,69.0,9.0
powiat pruszkowski,2018.0,76.0,76.0,12.0
powiat pruszkowski,2019.0,61.0,56.0,12.0
powiat pruszkowski,2020.0,62.0,61.0,9.0
powiat pruszkowski,2021.0,39.0,40.0,7.0
powiat pruszkowski,2022.0,69.0,60.0,6.0
powiat przysuski,2011.0,65.0,59.0,5.0
powiat przysuski,2012.0,62.0,44.0,2.0
powiat przysuski,2013.0,63.0,51.0,4.0
powiat przysuski,2014.0,67.0,42.0,7.0
powiat przysuski,2015.0,57.0,46.0,7.0
powiat przysuski,2016.0,56.0,46.0,3.0
powiat przysuski,2017.0,59.0,46.0,6.0
powiat przysuski,2018.0,42.0,41.0,4.0
powiat przysuski,2019.0,32.0,33.0,7.0
powiat przysuski,2020.0,28.0,26.0,8.0
powiat przysuski,2021.0,26.0,26.0,7.0
powiat przysuski,2022.0,19.0,23.0,5.0
powiat białobrzeski,2011.0,63.0,49.0,3.0
powiat białobrzeski,2012.0,56.0,42.0,7.0
powiat białobrzeski,2013.0,69.0,48.0,8.0
powiat białobrzeski,2014.0,62.0,50.0,5.0
powiat białobrzeski,2015.0,40.0,34.0,7.0
powiat białobrzeski,2016.0,57.0,40.0,8.0
powiat białobrzeski,2017.0,47.0,31.0,1.0
powiat białobrzeski,2018.0,47.0,36.0,2.0
powiat białobrzeski,2019.0,46.0,34.0,6.0
powiat białobrzeski,2020.0,32.0,27.0,4.0
powiat białobrzeski,2021.0,46.0,30.0,4.0
powiat białobrzeski,2022.0,48.0,36.0,1.0
powiat wyszkowski,2011.0,164.0,122.0,22.0
powiat wyszkowski,2012.0,134.0,115.0,17.0
powiat wyszkowski,2013.0,123.0,98.0,16.0
powiat wyszkowski,2014.0,118.0,96.0,16.0
powiat wyszkowski,2015.0,113.0,88.0,13.0
powiat wyszkowski,2016.0,108.0,89.0,10.0
powiat wyszkowski,2017.0,93.0,92.0,21.0
powiat wyszkowski,2018.0,87.0,81.0,20.0
powiat wyszkowski,2019.0,119.0,87.0,11.0
powiat wyszkowski,2020.0,83.0,71.0,5.0
powiat wyszkowski,2021.0,82.0,68.0,9.0
powiat wyszkowski,2022.0,84.0,63.0,11.0
powiat biłgorajski,2011.0,94.0,86.0,15.0
powiat biłgorajski,2012.0,58.0,58.0,10.0
powiat biłgorajski,2013.0,74.0,62.0,9.0
powiat biłgorajski,2014.0,69.0,65.0,6.0
powiat biłgorajski,2015.0,44.0,47.0,7.0
powiat biłgorajski,2016.0,37.0,45.0,13.0
powiat biłgorajski,2017.0,44.0,39.0,4.0
powiat biłgorajski,2018.0,35.0,42.0,11.0
powiat biłgorajski,2019.0,35.0,42.0,10.0
powiat biłgorajski,2020.0,32.0,31.0,6.0
powiat biłgorajski,2021.0,40.0,39.0,3.0
powiat biłgorajski,2022.0,25.0,29.0,10.0
powiat chełmski,2011.0,60.0,51.0,14.0
powiat chełmski,2012.0,64.0,68.0,13.0
powiat chełmski,2013.0,65.0,60.0,26.0
powiat chełmski,2014.0,44.0,48.0,7.0
powiat chełmski,2015.0,46.0,48.0,15.0
powiat chełmski,2016.0,40.0,46.0,14.0
powiat chełmski,2017.0,36.0,41.0,12.0
powiat chełmski,2018.0,39.0,45.0,9.0
powiat chełmski,2019.0,60.0,49.0,9.0
powiat chełmski,2020.0,42.0,35.0,5.0
powiat chełmski,2021.0,43.0,35.0,12.0
powiat chełmski,2022.0,36.0,29.0,7.0
powiat parczewski,2011.0,30.0,21.0,6.0
powiat parczewski,2012.0,25.0,27.0,5.0
powiat parczewski,2013.0,26.0,28.0,5.0
powiat parczewski,2014.0,14.0,12.0,2.0
powiat parczewski,2015.0,22.0,22.0,4.0
powiat parczewski,2016.0,13.0,13.0,4.0
powiat parczewski,2017.0,14.0,15.0,5.0
powiat parczewski,2018.0,19.0,21.0,3.0
powiat parczewski,2019.0,11.0,16.0,6.0
powiat parczewski,2020.0,15.0,12.0,3.0
powiat parczewski,2021.0,18.0,17.0,1.0
powiat parczewski,2022.0,11.0,14.0,6.0
powiat świdnicki,2011.0,233.0,154.0,14.0
powiat świdnicki,2011.0,42.0,42.0,11.0
powiat świdnicki,2012.0,246.0,196.0,18.0
powiat świdnicki,2012.0,31.0,31.0,4.0
powiat świdnicki,2013.0,254.0,187.0,14.0
powiat świdnicki,2013.0,33.0,34.0,5.0
powiat świdnicki,2014.0,193.0,150.0,13.0
powiat świdnicki,2014.0,32.0,34.0,5.0
powiat świdnicki,2015.0,188.0,162.0,11.0
powiat świdnicki,2015.0,33.0,33.0,3.0
powiat świdnicki,2016.0,185.0,143.0,14.0
powiat świdnicki,2016.0,29.0,35.0,7.0
powiat świdnicki,2017.0,174.0,137.0,24.0
powiat świdnicki,2017.0,18.0,21.0,4.0
powiat świdnicki,2018.0,153.0,130.0,11.0
powiat świdnicki,2018.0,31.0,28.0,6.0
powiat świdnicki,2019.0,151.0,123.0,11.0
powiat świdnicki,2019.0,27.0,24.0,6.0
powiat świdnicki,2020.0,129.0,113.0,12.0
powiat świdnicki,2020.0,29.0,26.0,3.0
powiat świdnicki,2021.0,138.0,113.0,6.0
powiat świdnicki,2021.0,29.0,25.0,6.0
powiat świdnicki,2022.0,122.0,101.0,8.0
powiat świdnicki,2022.0,27.0,26.0,3.0
powiat kutnowski,2011.0,265.0,205.0,16.0
powiat kutnowski,2012.0,222.0,184.0,14.0
powiat kutnowski,2013.0,248.0,189.0,8.0
powiat kutnowski,2014.0,203.0,164.0,9.0
powiat kutnowski,2015.0,233.0,179.0,7.0
powiat kutnowski,2016.0,272.0,215.0,11.0
powiat kutnowski,2017.0,238.0,195.0,15.0
powiat kutnowski,2018.0,245.0,212.0,18.0
powiat kutnowski,2019.0,234.0,189.0,11.0
powiat kutnowski,2020.0,197.0,180.0,21.0
powiat kutnowski,2021.0,183.0,138.0,10.0
powiat kutnowski,2022.0,152.0,128.0,11.0
powiat łódzki wschodni,2011.0,92.0,71.0,5.0
powiat łódzki wschodni,2012.0,106.0,86.0,11.0
powiat łódzki wschodni,2013.0,127.0,98.0,8.0
powiat łódzki wschodni,2014.0,119.0,107.0,14.0
powiat łódzki wschodni,2015.0,145.0,115.0,13.0
powiat łódzki wschodni,2016.0,164.0,128.0,7.0
powiat łódzki wschodni,2017.0,161.0,126.0,14.0
powiat łódzki wschodni,2018.0,132.0,97.0,12.0
powiat łódzki wschodni,2019.0,128.0,99.0,6.0
powiat łódzki wschodni,2020.0,64.0,57.0,9.0
powiat łódzki wschodni,2021.0,103.0,82.0,17.0
powiat łódzki wschodni,2022.0,75.0,61.0,3.0
powiat kolbuszowski,2011.0,66.0,61.0,10.0
powiat kolbuszowski,2012.0,55.0,43.0,4.0
powiat kolbuszowski,2013.0,41.0,38.0,5.0
powiat kolbuszowski,2014.0,40.0,35.0,5.0
powiat kolbuszowski,2015.0,43.0,45.0,9.0
powiat kolbuszowski,2016.0,36.0,27.0,7.0
powiat kolbuszowski,2017.0,30.0,25.0,5.0
powiat kolbuszowski,2018.0,39.0,38.0,8.0
